otium	multitudo insolens belli diuturnitate otii	the multitude unaccustomed to war because of the long duration of leisure
paene	paene dixi	I almost spoke
palma	tendebat inertes moribundus palmas	dying, he stretched out his sluggish palms
palma	plurimarum palmarum gladiator	a gladiator with very many victories
palus	Caesar paludes siccare voluit	Caesar wanted to drain the swamps
pando	crinibus passis	with hair let loose
pando	viam alicui ad dominationem pandere	to open the path to absolute dominion to someone
par	caritate non omnes pariter egemus	we do not all need love in the same way
par	eis rebus ne di quidem immortales pares esse possint	not even the immortal gods are able to be equal to these affairs
par	par est et ab hoste doceri	it is fit to be taught even be an enemy
paro	insidias inimico paravit	he prepared an ambush for the enemy
paro	in nemus ire parant	they prepare to go into the grove
parco	tu, Romane, memento parcere subiectis et debellare superbos	you, Roman, remember to spare your subjects and to bring war to the arrogant
parens	pulchra faciet te prole parentem	she will make you a parent with beautiful offspring
pareo	nulla fuit civitas quin Caesari pareret	there was no state that did not obey Caesar
pario	amicos officio et fide peperit	he acquired friends through trust and duty
pars	Belgae pertinent ad inferiorem partem fluminis Rheni	the Belgians extend to the lower part of the river Rhine
pars	a dextra parte	from the right
pars	ire in partes Othonis	to go over to the party of Otho
partim	amici partim deseruerunt me partim etiam prodiderunt	my friends have partly deserted me, also partly betrayed me
parum	talia facinora impune suscepisse parum habuerunt	they did not think it was enough to have undertaken such crimes with impunity
parvus	si parva licet componere magnis	if it is permitted to compare small things with great things
pasco	viginti ventres pasco et canem	I feed twenty stomachs and a dog
pasco	boves pascuntur frondibus	cows feed on foliage
passim	passim vagabantur	they wandered about in every direction
passus	milia passuum ducenta	two miles
patefacio	odium suum in te patefecit	he disclosed his hatred for you
pater	patrum auctoritate	with the sanction of the senate
pateo	ne fugae quidem patebat locus	not even a place for flight lay open
patior	nec totam servitutem pati possunt, nec libertatem	they cannot endure total servitude, nor total liberty
patior	liberos suos palam ad se adire non patiuntur Galli	the Gauls did not allow their children to approach them publicly
patria	dulce et decorum est pro patria mori	it is sweet and proper to die for your country
patrius	patria potestas	a father's power
patrius	patrii mores	the customes of the fathers
patro	uno die inter duos reges coeptum atque patratum bellum est	was was begun and brought to an end in a single day between the two kings
paucus	fuerunt in hac opinione non pauci	there were many of this opinion
paulatim	paucorum potentia paulatim crevit	the power of a few grew little by little
paulum	paulum requiescebant	they rested for a little bit
paulum	paulo post	a little later
pauper	servum hunc domini pauperis esse apparet	it is clear that the servant belongs to a poor master
paveo	pueri et matres paventes longo ordine stant circum	the children and mothers stand round trembling in a long train
pavor	alicui pavorem inicere	to inspire fear in someone
pax	bello et pace	in war and peace
pax	pace tua dixerim	I would have spoken with your permission
pecco	peccatis veniam poposcit	he asked for pardon for his sins
pectus	pectora ferro hausit	he pierced his chest with a sword
pectus	nova pectore versat consilia Venus	Venus meditates new plans in her heart
pecus	quid interest inter hominem et pecudem?	what lies between man and beast?
pedes	equites peditesque	cavalry and footsoldiers
pelagus	fragilem truci commisit pelago ratem	he entrusted a flimsy ship to the rough sea
pello	hostes pulsi fugatique sunt	the enemies were banished and put to flight
penates	Ilium in Italiam portat victosque penates	he carried Ilium and its conquered household gods into Italy
pendeo	tui qui ex te pendent	your people who depend upon you
pendeo	animi spe et metu pendebant	they were uncertain at heart from hope and fear
penetro	id Tiberii animum alte penetrabat	this penetrated the heart of Tiberius deeply
penitus	penitus in Apuliam se abdidit	he hid himself within Apulia
penitus	penitus aliquid intellegere	to understand something thoroughly
per	iter per provinciam multo facilius erat	the journey through the province was much easier
per	per idem tempus	throughout the same time
per	per exploratores consilia hostium comperit	through the spies he discovered the plans of the enemy
per	per iram matrem necavit	he killed his mother in anger
perago	inceptum peragere	to carry through to the end a thing begun
perago	sententiam de eo paucis peragam	I shall go through my opinion about it in a few words
percello	Stymphalia monstra certa sagitta perculit Hercules	Hercules smote the Stymphalian monsters with unerring arrow
percello	timore perculsa erat civitas	the state had been overcome by fear
percipio	id neque oculis neque auribus neque ullo sensu percipi potest	it is not possible to perceive this with the eyes, nor ears, nor any sense
percipio	ad percipiendam virtutem adiuvare	to help her learn virtue
perdo	civitatem perdidit	he destroyed the state
perdo	omnes fructus industriae perdidi	I have squandered all the rewards of diligence
perduco	difficile est animum perducere ad contemptionem animae	it is hard to bring a man's mind to scorn his life
perfero	perferendis militum mandatis idoneus habebatur	he was considered suitable to carry out the commands of the soldiers
perfero	annuam oppugnationem pertulerunt	they endured a siege of one year
perficio	susceptum perfice munus	finish the duty you have undertaken
perfidia	perfidia me fefellit	treachery deceived me
pergo	modo adversus hostes, interdum in solitudines perrexit	sometimes he advanced against enemies, sometimes into solitary places
periculum	periculum in mora	there is danger in delay
pereo	ictu fulminis Phaethon periit	Phaethon was slain by a lightning strike
permitto	se in fidem populi Romani permiserunt 	they surrended themselves into the protection of the Roman people
permitto	Capuam militibus diripiendam permisit	he gave Capua to the soldiers to be plundered
permoveo	sive dolore sive metu permotus gravius scripsi	I wrote too deeply moved by either grief or fear
pernicies	videbam meam perniciem cum magna calamitate rei publicae esse	I saw that my destruction was accompanied by great inury to the republic
perpetuus	nox est perpetua una dormienda	one must sleep a single, endless night
persequor	fugientes usque ad flumen persequuntur	they pursue the fugitives all the way to the river
persuadeo	in primis hoc volunt persuadere Druides, non interire animas	most of all the Druides want to urge this point, that souls do not die 
persuadeo	ei magnis praemiis persuadet ut ad hostes transeat	he persuaded him through great rewards to go over to the side of the enemy
pertineo	Belgae pertinent ad inferiorem partem fluminis Rheni	the Belgians extend to the lower part of the river Rhine
pertineo	nihil ad rem pertinet	it has no bearing on the matter
pervenio	in maximam invidiam pervenit	he arrived at the greatest envy
pes	se Caesari ad pedes proiecerunt	they threw themselves at Caesar's feet
pestis	alii alia peste absumpti sunt	they perished, some by one death, others by another
pestis	avaritia et luxuria quae pestes omnia magna imperia everterunt	greed and excess, plagues which have ruined all great empires
peto	Romam petivit	he headed for Rome
peto	falsis criminibus eum petivit	he assailed him with false accusations
peto	frustra magistratum petebat	he sought the office in vain
philosophia	non quicquam aliud est philosophia quam studium sapientiae	philosophy is nothing other than an eagerness for wisdom
pietas	pietas est iustitia adversus deos	pietas' is just conduct towards the gods
pietas	pietas erga patriam aut parentes officium conservare monet	dutifulness toward one's fatherland or parents advises to take care of one's obligations
pietas	felix nati pietate	fortunate in the piety of a son
placeo	illa mihi placet	she pleases me
placet	senatui placuit	it pleases the senate
placidus	Falculam placidum mollemque reddidi	I made Falcula calm and gentle
plebs	consulum utique alter ex plebe creatur	at least one consul is elected from the plebeians
plenus	Gallia est plena civium Romanorum	Gaul is full of Roman citizens
plenus	vita plena voluptatibus	a life full of pleasures
plerique	plerique nostrum philosophiam obesse arbitrantur	most of us think that philosophy is a hindrance
plerumque	ut plerumque fit	as it for the most part happens
poculum	levia pocula	smooth cups
poena	morte poenas fortitudinis dedit	he paid the penalty for his bravery with death
poeta	aut prodesse volunt aut delectare poetae	poets desire either to benefit or to amuse
polliceor	pollicitus est sibi eam rem curae futuram esse	he promised that this matter would be of concern to him
pondus	saxa magni ponderis	rocks of great weight
pono	corpus in litore ponunt	they placed the body on the shore
pono	mortem in malis ponit	he places death among the evil things
pono	discordias ponite!	lay aside disagreements!
pons	pontem in flumine faciendum curavit	he took charge of building a bridge on the river
pontifex	pontifex maximus	the chief high-priest
pontus	caelum undique et undique pontus	sky on all sides and sea on all sides
populus	senatus populusque Romanus (SPQR)	the Senate and the Roman People
porrigo	aciem latius porrexit	he increased the width of the battle lines
porrigo	dextram alicui porrigere	to offer the right hand to someone
porta	portam aperite	open the gate
portus	huc delati portum intraverunt	having arrived here, we entered the port
posco	peccatis veniam poposcit	he asked for pardon for his sins
possum	Caesari te commendavi ut gravissime potui	I commended you to Caesar as strongly as I was able
possum	quo plus potestis, eo magis atroces vos praebetis	the more power you have, the more ferocious you become
possideo	solum bello captum possidet	he possesses the land conquered in war
post	non ita multo post	not so much afterwards
post	post montem se occultaverunt	they hid themselves behind the mountain
post	anno post Tarquinios exactos	a year after the Tarquinii had been driven out
posterus	carpe diem, quam minime credula postero	seize the day, trust tomorrow as little as you can (Horace)
postquam	eo postquam Caesar pervenit, arma et obsides poposcit	after Caesar came to this point, he demanded arms and hostages
postulo	postulabat magis quam petebat	he was demanding more than requesting
poto	domum bene potus redibat	intoxicated, he was returning home
potens	humiles laborant ubi potentes dissident	when those in power disagree, the lowly suffer
potentia	potentia paucorum paulatim crevit	the power of a few men grew gradually
potestas	tribunicia potestas	the power of a tribune
potestas	omnibus potestatem sui conveniendi fecit	he gave everyone the opportunity to meet him
potior	illi turpis vita integra fama potior fuit	for him a shameful life was preferable to an unsullied reputation
potior	adolescens, vel puer potius	a young man, or rather, a boy
praebeo	aedilis spectaculum praebet	the aedile put on a spectacle
praebeo	se dignum maioribus praebuit	he showed himself worthy of greater things
praeceps	ab inimicis praeceps agor	I am pursued by my enemies
praeceps	animus ad flagitia praeceps	a mind inclined to disgraceful acts
praecipio	iam animo victoriam praecipiebant	they figured victory to themselves beforehand
praecipio	his praecepit omnes mortales pecunia aggrediantur	he instructed these ones to influence all mortals with money
praeclarus	Livius, eloquentiae ac fidei praeclarus	Livy, renowned for his eloquence and credibility
praeda	praedam prae se agere	to drive plunder before oneself
praesum	omnibus Druidibus praeest unus	one Druid is in charge of them all
praemium	ei magnis praemiis persuadet ut ad hostes transeat	he persuaded him through great rewards to go over to the side of the enemy
praesens	tempus tribus partibus constat, praeterito, praesente, futuro	time consists of three parts, the past, the present, the future
praesens	fortuna nos in praesens deseruit	fortune has deserted us at present
praesidium	duas legiones praesidio in castris reliquit	he left two legions behind at the camp for defense
praesidium	urbes praesidiis tenuit	he held the cities by means of garrisons
praesto	Cicero eloquentia ceteris praestat	Cicero surpassed the rest in eloquence
praesto	motos praestat componere fluctus	it is better to calm the agitated waves
praeter	praeter castra Caesaris suas copias transduxit	he led his forces past the camp of Caesar
praeter	praeter ceteros laborabis	you will work more than the rest
praeter	omnes praeter unum	everyone except one
praetereo	iam hos cursu, iam praeterit illos	now in his course he passes by these, now those
praetereo	silentio ea praetereo	I pass over these things in silence
praetor	praetor aequus et sapiens	a fair and wise leader
pratum	prata laeta	happy meadows
precor	desine fata deum flecti sperare precando	stop hoping that the decrees of the gods will be changed by prayer
preces	omnibus precibus petivit ut in Gallia relinqueretur	he sought be every entreaty to be left behind in Gaul
premo	vestigia alicuius premere	to follow someone's footsteps
premo	premebat eum voce et vultu	he was importuning him with voice and face
pretium	femina urbem exiguam pretio posuit	the woman has founded a small city for money
pretium	operae pretium est diligentiam maiorum recordari	it is worthwhile to recall the diligence of the ancestors
primo	primo pecuniae, deinde imperii cupido crevit	first the desire for money, then the desire for power grew
princeps	principes Albanorum in patres legit	he elected chiefs of the Albans to the senate
princeps	caede Messalinae convulsa principis domus est	the court was severely shaken by the murder of Messalina
principatus	Cingetorigi principatus atque imperium traditum est	the leadership and command of Cingetorix were handed over
principatus	principatus et libertas dissociabiles sunt	empire and freedom are incompatible
prior	aetate et sapientia prior erat	he was superior in age and wisdom
priscus	priscos mores revocare	to call back ancient customs
pristinus	pristinus coniunx	former husband
privatus	privato an publico consilio Saguntum oppugnavit Hannibal?	did Hannibal attack Saguntum on his own account or on behalf of the state?
pro	pro castris dimicaverunt	they fought before the camp
pro	dulce et decorum est pro patria mori	it is sweet and proper to die for your country
pro	ego ibo pro te, si tibi non libet	I will go for you, if you are not permitted
pro	proelium atrocius quam pro numero pugnantium fuit	the battle was too fierece for the number of fighters
probo	quaeris quod eloquentiae genus maxime probem	you ask what manner of eloquence I approve the most
probo	perfacile factu esse illis probavit	he proved it to be very easy for them to do
procedo	Adherbal eo processum esse intellexit ut regnum relinquendum esset	Adherbal understood that it had gotten to the point where he had to abandon his kingdom
procul	est procul in pelago saxum	the rock is far off in the sea
prodo	memoriae prodere	to hand down to memory
prodo	amici partim deseruerunt me partim etiam prodiderunt	my friends have partly deserted me, also partly betrayed me
prosum	aut prodesse volunt aut delectare poetae	poets desire either to benefit or to amuse
proelium	proelium atrox	fierce fighting
profecto	non est ita, iudices, non est profecto	it is not so, judges, it is not truly
proficiscor	Romam supplices profecti sunt	they set out for Rome as suppliants
profugio	ex proelio profugit in provinciam	he fled from battle into the province
progredior	quo amentiae progressi sunt?	to what degree of madness have they advanced?
prohibeo	inimicos commeatu prohibemus	we cut off our enemies from their supplies
prohibeo	prohibere quominus in unum coirent non potuit	he could not prohibit them from assembling into one place
proicio	se Caesari ad pedes proiecerunt	they threw themselves at Caesar's feet
proinde	proinde quasi nostram mentem videre possimus	just as if we could see our mind
proinde	proinde aut exeant aut quiescant	therefore let them either exit or keep quiet
proles	pulchra faciet te prole parentem	she will make you a parent with beautiful offspring
promitto	ex voluntate Sullae omnia se facturum esse promisit	he promised that he would do all things according to the wish of Sulla
promptus	aliud clausum in pectore, aliud promptum in lingua habebat	he had one thing confined to his heart, but another presented in his speech
promptus	quod cuique promptum erat, obtulerunt	they showed what was clear to everyone
promptus	promptior lingua quam manu	quicker of tongue than of hand
promptus	homines ad vim prompti	the men were prepared for might
pronus	prona via	a downward-bending road, a steep road
pronus	in obsequium plus aequo pronus	prone to complaisance more than is right
prope	non prope me, sed paene mecum habitavit	he did not live near me, but he almost lived with me
propero	Caesar in Italiam properavit	Caesar hurried into Italy
propero	deditionem properare	to hasten a surrender
propinquus	domus foro propinqua	a house near the forum
propior	vero est propius	in truth it is more probable
propono	quod ante tacuerat, proposuit	he pointed out what before he had kept silent
propono	iucundum, mea vita, mihi proponis amorem	my life, you imagine that our love will be bliss
propositum	propositum nostrum est secundum naturam vivere	our intention is to live according to nature
proprius	proprium id Tiberio fuit	that was peculiar to Tiberius
propter	propter frigora frumenta matura nondum erant	because of the cold the corn was not yet ripe
prorsus	nullo modo prorsus assentior	in no way do I straightaway agree
prosperus	invenimus omnia prospera evenisse	we found that everything had turned out prosperously 
prospicio	prospexi Italiam summa sublimis ab unda	lifted up by the highest wave, I saw Italy off in the distance
prospicio	prospicere futuros casus rei publicae	to look forward to future emergencies of the republic
prospicio	consulite vobis, prospicite patriae	consider yourselves, look out for your fatherland
protinus	hostes protinus ad flumen contenderunt	immediately they engaged with the enemy at the river
provideo	tempestates gubernator providet	a helmsman gives his attention to storms
provideo	cura et provide ne quid ei desit	take care and provide that she has what she needs
provincia	Hannonis cis Hiberum provincia fuit	the province of Hanno was on this side of the Ebro
provincia	Sicilia prima omnium provincia est appellata	Sicily was called the first province of all
prudens	animorum provinciae prudens	well-acquainted with the temper of the province
pubes	Romana pubes	the young men of Rome
publicus	privato an publico consilio Saguntum oppugnavit Hannibal?	did Hannibal attack Saguntum on his own account or on behalf of the state?
pudicus	erubescunt pudici etiam loqui de pudicitia	the modest blush even to speak about modesty
pudor	pudorem rubor, terrorem pallor consequitur	bashfulness proceeds from shame, paleness from terror
puer	adolescens vel puer potius	a young man, or rather, a boy
pueritia	a pueritia	since boyhood
pugna	caedes inde, non iam pugna erat	after that it was no longer a battle, but slaughter
pugno	pro aris et focis pugnare	to fight on behalf of the altars and hearths
pulcher	nimis pulchra mulier	an exceedingly pretty woman
pulvis	Romani pulveris magnam vim animadverterunt	the Romans noticed the great force of the dust
purpureus	purpurea Aurora	rosy-red Dawn
purus	purae a civili sanguine manus	hands unpolluted by the blood of citizens
puto	noli putare quemquam meliorem fuisse	Don't think that anyone was better
qua	eadem qua ceteri fugere nolui	I did not want to flee by the same way as the rest
qua	qua prospici poterat	in what way it could be foreseen
quaero	Thales originem rerum quaesivit	Thales sought the origin of things
quaero	multa ex eo saepe quaesivi	I often sought many things from him
quaeso	tu, quaeso, crebro ad me scribe	you, I beg, write to me frequently
quaestio	verberibus et tormentis quaestionem habere	to hold an examination by floggings and tortures
quaestio	quaestio perpetua de repetundis	the standing court for crimes of extortion
qualis	doce me quales sint	tell me what sort they are
qualis	qualis homo, talis oratio	such as the man is, so is his speech
quam	id quam iniustum esset, non videbat	he did not see how this was unjust
quam	quam verissime potero	as truthfully as I can
quam	numquam minus solus sum quam cum solus sum 	I am never less lonely than when I am alone
quamquam	Romani quamquam fessi erant, tamen ei obviam procedebant	the Romans, although they were tired, nevertheless were advancing to meet him
quamvis	quamvis multos nominatim proferre possum	I can mention by name any number of men
quamvis	quamvis sint sub aqua, sub aqua maledicere temptant	although they are underwater, underwater they try to speak curses
quando	quando ego te aspiciam?	when shall I look upon you?
quando	exsistit quaestio num quando amici novi veteribus anteponendi sint	the question came up whether new friends must ever be preferred to old
quando	id omitto, quando ita vobis placet	I omit this, since this way it pleases you 
quantus	quanta esset insulae magnitudo reperire non poterat	he was not able to ascertain how great the size of the island was
quantus	est alienum tanto viro, quantus es tu, desperare	it is foreign to so great a man as you are to despair
quasi	proinde quasi nostram mentem videre possimus	just as if we could see our mind
quatio	horror membra quatit	fear shakes the limbs
quatio	muros arietibus quatiunt	they shake the walls with battering rams
que	senatus populusque Romanus (SPQR)	the Senate and the Roman People
querela	querelae ab initio operis mei certe absint	certainly let complaints be absent from the beginning of my work
queror	fatum suum milites querebantur	the soldiers were bewailing their fate
qui	scribis te velle scire, qui sit rei publicae status	you write that you want to know, how is the state of the republic
qui	qui talia audet, summa laude dignus est	he who dares such things is worthy of the highest praise
quia	non quia necesse sit, sed quia oportet	not since it is inevitable, but since it is proper
quodcumque	omnia quaecumque loquimur	everything whatsoever we say
quodcumque	laeti quamcumque condicionem pacis acceperunt	they happily accepted any terms of peace whatsoever
quidam	quodam die	on a certain day
quidem	Caesar sibi quidem persuasum esse dixit	Caesar said that he at least had been persuaded
quies	unius diei quietem fessis militibus dedit	he gave the tired soldiers one day's rest
quin	quin conscendimus navem?	why don't we board the ship?
quin	dubium non est, quin fuerint ante Homerum poetae	it is certain that there were poets before Homer
quin	nemo est quin haec sciat	there is no one who doesn't know these things
queo	non credere quivi	I couldn't believe
quis	quis Cicerone clarior?	who is more famous than Cicero?
quisquam	non quicquam aliud est philosophia quam studium sapientiae	philosophy is nothing other than an eagerness for wisdom
quisque	suum cuique redde	grant to each his own
quisque	optimus quisque	all the best men
quisquis	per quidquid deorum est	by whatever there is of divinity
quivis	non cuivis homini contingit adire Corinthum	not everyone happens to go to Corinth
quo	quo se verteret, non habebat	he did not have anywhere to turn himself
quo	quo plus potestis, eo magis atroces vos praebetis	the more power you have, the more ferocious you become
quo	adiuva me quo fiat facilius	help me, so it'll get done more easily
quod	Torquatus filium suum, quod is contra imperium in hostes pugnaverat, necari iussit	Torquatus ordered that his own son be killed because he has fought against the enemy against his command
quod	certissima res accedebat quod per fines Sequanorum Helvetios traduxerant	the most certain thing was added, that the Helvetians had crossed through the borders of the Sequani
quod	non est quod multa loquamur	it is not the kind of thing we would speak much about
quondam	magnae quondam urbis tenue vestigium	the thin trace of a once great city
quotiens	heu, quotiens mutatos deos flebit	ah, how often he will lament at the changeable gods
rabies	in rabiem ira versa est	anger was turned into madness
radius	radii solis	rays of the sun
rapio	carinas venti rapuerunt	the winds seized the keels
rapio	rapto vivunt	they live by robbing
rapidus	rapidus ignis	consuming fire
rapidus	rapidus amnis	a rapid river
rarus	apparent rari nantes in gurgite vasto	here and there swimmers appear in the vast whirlpool
rarus	optimum quidque rarissimum est	all the best things are also the rarest
ratio	non sui solum, sed etiam aliorum ratio habenda est	concern must be had not only for oneself, but also for others
ratio	non est meae consuetudinis rationem reddere	it is not my habit to render an account
ratio	in his rebus neque ratio neque consilium valet	in these matters neither reason nor planning prevails
ratio	novam rationem belli iniit	he reckoned a new reason for war
ratis	fragilem truci commisit pelago ratem	he entrusted a flimsy ship to the rough sea
recedo	loco recesserunt copiae	the troops withdrew from the spot
recedo	ab armis recedamus	let's surrender
recens	recens memoria parentis	the recent memory of a parent
recipio	intra muros se receperunt	they withdrew within the walls
recipio	hos tutissimus portus recepit	the safest port has received these
recipio	ex timore se recipit	he recovered from his fear
rectus	recto itinere	on a direct journey
rectus	iudex constans et rectus	a firm and upright judge
reddo	operam mihi reddidisti	you have served me
reddo	suum cuique redde	grant to each his own
reddo	Falculam placidum mollemque reddidi	I made Falcula calm and gentle
redeo	vere redeunt arboribus comae	in the spring leaves return to the trees
redeo	summa imperii ad Caesarem rediit	sole command returned to Caesar
reditus	Themistoclis fuga et reditus	Themistocles’ exile and return
refero	gratiam ei pro meritis referemus	we will return thanks to him in accordance with his merit
refero	Romam sese rettulerunt	they returned to Rome
refero	magna referre mihi in animo est	I intend to give back great things
refert	mea refert	it concerns me
reficio	assiduo labore reficiendae urbis fessi erant	they were tired from the constant labor of rebuilding the city
rego	stare respublica nisi uno regente non potest	the reublic cannot stand except with a single man ruling
regina	regina gravi iamdudum saucia cura	the queen, now for a long time wounded by a deep love
regio	iuventutem de recta regione deflexit	he bent the youth away from the proper direction
regio	in quattuor regiones divisit Macedoniam	he divided Macedonia into four regions
regius	homo inanis et regiae superbiae	a vain man and as arrogant as a king
regno	in variis voluntatibus omnes tamen regnari volebant	in different kinds of wills, everyone nevertheless wanted to be ruled
regnum	Ti. Gracchus regnum occupare conatus est	Tiberius Gracchus tried to seize royal authority
religio	religione animos, corpora morbo levavit	he freed their spirits from scrupulousness, their bodies from sickness
religio	haec religio dictatori impedimento ad rem gerendam fuit	this religious feeling was a hindrance to getting things done for the dictator
relinquo	duas legiones castris praesidio reliquit	he left two legions behind at the camp for defense
reliquus	reliqua aetas	the rest of life
remitto	litteras Ciceroni remisit	he sent back a letter to Cicero
remitto	naves inanes ad eum remittebantur	the ships were returned to him empty
remitto	animos a contentione remiserunt	they relaxed their spirits from vigorous work
removeo	remoti Britanni	far off Britons
renideo	domus argento auroque renidet	a house shining with gold and silver
reperio	quanta esset insulae magnitudo reperire non poterat	he was not able to ascertain how great the size of the island was
repeto	quaestio perpetua de repetundis	the standing court for crimes of extortion
repono	repete temporis illius memoriam	recall the memory of that time
repono	ruptos vetustate pontes reposuit	he restored bridges broken by old age
repono	cibus in hiemem repositus	food stored up for winter
requiesco	paulum requiescebant	they rested for a little bit
requiro	magnam res diligentiam requisivit	the matter required great diligence
reor	nos Danaos abiisse rati urbe exiimus	we went out from the city, thinking that the Danaans had gone away
res	omnem rem familiarem perdidi	I have squandered all the family property
res	res publica	the republic
res	res secundae aut adversae	good fortune or bad
res	res populi Romani perscribere	to write a full description of the acts of the Roman people
res	his rebus adducti abierunt	persuaded by these things, they went away
res	re vera	really
resisto	restiterunt Romani tamquam voce caelesti iussi	the Romans halted as though commanded by a heavenly voice
resisto	dolori vix resistere possum	I am scarcely able to resist the pain
resolvo	ignis aurum resolvit	fire melts gold
resolvo	resolutus fatigatione	enervated by weariness
resono	domus resonat magno clamore	the house resounded with a loud clamor
respicio	frustra absentem respexit amicum	in vain he looked back for his absent friend
respicio	di homines respiciunt	the gods look after men
respondeo	institi ut mihi responderet quis esset	I urged him to tell me who he was
respondeo	amori amore respondit	he responded to love with love
restituo	res perditas restituit	he restored the things lost
restituo	agrum Veientibus restituamus	let us return the field to the Veientes
retineo	vix retineri possum quin aggrediar	I can scarcely be restrained from approaching
retineo	memoria retinemus	we keep in mind
revertor	domum reversi ea nuntiaverunt	having returned home they announced these things
reverto	domum reversi ea nuntiaverunt	having returned home they announced these things
rex	urbem Romam a principio reges habuerunt	from the beginning, kings ruled the city of Rome
rideo	dum ridet Fortuna	while Fortune smiles
ripa	is amnis nullis ripis coercitus est	that stream has not been confined within any banks
rivus	propter aquae rivum	on account of the stream of water
robur	naves factae e robore	ships made from oak
robur	robore corporis stolide ferox	brutishly taking pride in physical strength
robur	robur militum	the strength of the soldiers
rogo	legatos ad Caesarem mittunt auxilium rogatum	they send ambassadors to Caesar to ask for aid
rogo	sententiam rogatus dixit ...	having been asked his opinion, he said...
rogo	rogo, unde venias	I ask, from where are you coming
rogatio	rogationem tulit	he brought forward a bill
ruo	non aliter quam si ruat omnis Carthago	not in another way than if all Carthage came to ruin
ruo	in exitium ruere	to rush to one’s destruction
ruina	ruina Cannensis	the disaste of Cannae
rumpo	ferro nobis rumpenda per hostes est via	our passage through the enemy must be forced by the sword
rumpo	foedera ruperunt	they have broken the treaty
rus	rure frui	to delight in the country
rus	rura paterna	ancestral estates
sacer	insula Delus Apollinis sacra est	the island of Delos is sacred to Apollo
sacramentum	Tiberio sacramentum dixerunt copiae	the troops took an oath of alliance to Tiberius
saeculum	ea saecula hominum abstulit aetas	age takes away this generation of men
saeculum	saeculum spatium annorum centum vocaverunt	they called a lifetime the span of one hundred years
saepe	mors ob oculos saepe versata est	death often lingered before the eyes
saevio	in obsides innoxios saevierunt	they raged against innocent hostages
saevio	mare ventis saevit	the sea rages with winds
saevus	leone saevior	fiercer than a lion
saevus	saeva necessitas	savage necessity
sagitta	Stymphalia monstra certa sagitta perculit Hercules	Hercules smote the Stymphalian monsters with unerring arrow
salsus	longa sulcant vada salsa carina	the long keels ploughed the salted straits
saltus	Pyrenaeos saltus occupari iussit	he ordered the mountain-valleys of the Pyrenees to be seized
salus	haec nobis saluti fuerunt	these things were to our benefit
salus	Cicero Attico suo s.d.p. (salutem dicit plurimam)	Cicero sends greetings to his friend Atticus
sanctus	Germani hospites sanctos habent	Germans hold guests sacred
sanctus	veteres et sancti viri	old and sacred men
sane	res sane difficilis	a very difficult thing
sane	consulis oratio haud sane laeta fuit	the speech of the consul was not at all cheerful
sanguis	purae a civili sanguine manus	hands unpolluted by the blood of citizens
sapiens	tempori cedere, id est necessitati parere, sapientis est	to yield to time, that is, to give way to necessity, is the mark of a wise man
satio	desiderium suum satiavit	he fulfilled his desire
satis	satis superque	enough and more
satis	haec ei satis opportune acciderunt	these things happened to him suitably enough
saxum	templa saxo structa vetusto	temples built from ancient rock
scelus	scelere velandum est scelus	wickedness must be covered up by wickedness
scientia	scientia atque usu nauticarum rerum reliquos antecedunt	they surpass the rest with respect to the knowledge and use of ship matters
scilicet	scilicet ita res est	certainly the matter is thus
scio	haud scio an hoc futurum sit	I do not know at all whether this will be
scio	scire cupio quomodo res se habeat	I want to know how you are
scribo	non dubito quin ad Pisonem scripserit	I do not doubt that he has written to Piso
seco	medios Aethiopas Nilus secat	the Nile cuts through the middle of Aethiopia
secretus	abductus in secretum	he was whisked off to an undisclosed location
secundus	secundo flumine	downstream
secundus	res secundae aut adversae	good fortune or bad
sed	non modo ... sed etiam	not only... but also
sedeo	quid sedes, quid moraris?	why are you sitting still, why do you delay?
sedeo	nunc mihi sedet iudicium	my mind is now made up
sedes	priores sedes tenet Homerus	Homer holds the foremost seats
sedes	num montes moliri sede sua paramus?	should we prepare to move mountains from their foundations?
seditio	verebatur ne qua in castris seditio oriretur	he was afraid that some insurrection might arise in the camp
seges	seges prope iam matura erat	the corn was already nearly ripe
semel	hoc semel ille iterumque neglexit	time and again he disregarded this
semen	stirps ac semen omnium malorum	the root and seed of all evils
semper	animus semper appetit aliquid agere	the soul always attempts to do something
senatus	senatus populusque Romanus (SPQR)	the Senate and the Roman People
senatus	legatis eodem die senatus datus est	on the same day the senate gave audience to the legates
senex	nemo est tam senex qui se annum non putet posse vivere	no one is so old that he does not think he can live a year
senex	manent ingenia senibus, modo permaneat studium 	old people keep their talents, provided that they keep their eagerness
sensus	sensus videndi	sense of sight
sensus	vultus sensus animi indicat	the face makes known the sentiments of the soul
sententia	quot homines tot sententiae	there as as many different opinions as there are people
sententia	mea quidem sententia	in my opinion at least
sentio	varios rerum colores sentiunt oculi	the eyes perceive various colors of things
sentio	quid cogitent me scire sentiunt	they perceive that I know what they are thinking
sentio	quod sentio scribere mihi in animo est	I intend to write what I think
sepelio	sepultus est iuxta viam Appiam	he was buried near the Appian Way
septem	septem exitus e domo fecerat	he had made seven exits out of his home
sequor	amicitiae causa Caesarem secuti erant	they had followed Caesar for the sake of friendship
sequor	plerique sententiam Scipionis sequuntur	most men follow the opinion of Scipio
sequor	gratiam eius multi sequebantur	many were seeking his favor
